,architecture,area and gender studies,business,communication and information sciences,education,fine and performing arts,history,interdisciplinary,language and literature,law and legal studies,philosophy and religious studies,social sciences,agriculture,behavioural sciences,biological sciences,ecosystem sciences,engineering,environmental sciences,geosciences,health and medical sciences,mathematical and physical sciences
english literature and theology,9.543008384584681,8.685344573620327,9.839650958132792,9.185073385087323,9.43438720015132,8.456688441773782,8.15504189747815,9.561410697254903,5.673361426619607,8.873495993033053,6.330366656106183,9.022149460125071,10.215140551686016,9.808537991250814,9.369114036195068,10.414551983174302,9.905606662266901,10.032349960143149,9.486690582931802,8.657918692955583,9.076892008369242
creative writing/media and communications,9.913612243282104,9.013910764379213,9.047512132745014,7.593043110356285,9.562197673166462,7.4938117026559,9.968177804318614,8.622185121456466,7.633264962065088,9.980543605268315,9.403770167130496,8.755721761123159,11.416947786006462,9.333100112105747,9.51753936131651,10.28022115436343,9.014503016020152,9.39848759776966,9.388139671148616,8.826506042142919,9.399461948850911
classics/computing science,8.57285346805587,9.433188320285746,9.339903104837681,7.817181164808012,9.392615157152065,9.395030440617225,8.48442287348835,8.039272689277347,8.082511256646974,10.199993093223982,9.021795353413665,8.439051133349139,10.094591925333692,8.505933182598454,8.450969586764938,9.480709489645548,8.134924242344784,8.661531097532501,9.013959815446144,8.08640757524181,7.667339485082376
cyber security and forensic computing,10.139094437518933,10.236531765560695,10.335828111322568,8.918999534815727,10.4662481206503,10.805285391975124,10.39137075501183,9.897823275845903,10.043095486251957,10.160257885659101,10.53457833712396,9.813425061559283,11.35849286476107,10.414229398927752,10.210706862095808,10.82701101366935,9.78539824250929,10.305624197640727,9.77320211098045,9.719535533172921,10.098382316198476
german studies and politics,9.780544334825276,8.719579346254703,9.768259179267892,9.41974986382712,9.845769181254663,9.360564102018207,8.70511334869382,8.641813189157705,7.786934108725389,8.846813666392887,8.526793479466026,8.96354959689797,11.0769856360398,9.890675653593838,10.04634291599841,10.49256972131049,9.696146340612835,9.802037872946979,9.84108156820396,9.102321236979478,9.528179737095492
environmental sciences,9.317332084033836,9.01244805946617,9.031927725431286,7.888878560487306,9.861081349482534,9.367795240276811,9.620395193278057,8.247974883463028,9.006116047297093,9.879646499297593,9.244006448275098,7.492238240918178,8.960237257159099,8.368037994383858,6.148885478363523,5.840830845205441,7.578357596474125,0.0,8.266603789765604,7.381767260394818,7.3039944479222925
environmental science and the climate emergency,10.25859482109151,9.212449365740888,10.300023616587644,9.01530716935472,10.409132511270675,9.980868330053736,9.259024964607928,9.458322091129922,9.012873400582084,9.977219095179048,9.584459932339103,9.274849281982265,9.745543970511376,9.688473305232385,8.800437244366043,7.652390999704865,9.546272707974145,5.905673398886857,8.222217241173412,8.436312978187177,8.91137379865066
history of art and portuguese,10.282701597340738,9.187671836342544,10.349920369551999,10.344539731912764,10.75466615699711,8.552443279831877,7.915237166437348,10.610051546758184,7.489732159430517,10.516688190095062,9.296111884026693,10.113021788770935,10.837680058326827,10.592380161708075,10.732387338817043,10.855571021103646,10.351898652505373,10.356619096031688,10.311417134483676,10.152036754175477,10.39434925688877
computer science and physics,9.098895511675824,9.140993175848664,9.578033514208162,7.453276863875464,9.410652540826229,9.430672184318457,9.350248726819546,8.655259469274396,8.63807843207412,9.360758735878134,9.161435254609799,8.236276096658923,10.864047933915487,8.314944238347246,8.334786628326073,9.728437728311823,8.040027249574605,8.63731617919159,8.912935620659047,7.718242755088623,6.141919320141747
computingfoundation,9.686296315582712,10.02501414967694,9.950084094188288,8.649103416299406,10.367580570132734,10.908276093825037,10.375577525926227,9.603279436603309,9.540861060993354,10.953636373872994,10.277495289292336,9.989456227829514,10.456111799443601,9.624585865790541,9.888451806811075,10.173101068422548,9.452963637816737,9.774138358242412,9.509735776815035,9.371335283016306,9.115517781726693
policing and criminal justice,11.3158562040618,9.497792002250229,10.007481805592143,9.931190906712265,9.936556073068749,9.346972952546237,9.77691570939043,10.168603792195892,9.608301902908732,7.770839330873993,10.158880801734762,9.898108874629143,11.152512510318607,10.519911146108406,10.973389879351217,11.297120206974373,10.437616727016835,10.658390033294562,10.574688432476714,9.658099443511052,10.290315542868104
"education, culture and society",9.83926409005455,7.471662399613801,9.237871288316592,8.344723325886262,5.444632634063871,8.068175158042708,8.437080790381097,8.32196343441094,7.344872071370868,9.2218140870087,7.966295763081403,7.284793275646757,9.624128221745309,8.888372722497698,9.40182496234283,9.485336557843095,9.218453710262827,9.245267590173533,8.700686420222954,8.430201294732408,8.838125691771806
theatre performance and production,10.990345056428346,9.178021695331047,10.312406816044861,9.89604503187779,10.76537240472773,7.021500652692941,9.906029524104053,9.907550107103217,8.482527073642622,9.912494044425769,10.083423122765117,10.0388194410687,11.760677431792585,9.899507140235663,11.148566680722045,11.457399992139338,10.7341562394689,10.917802835043583,10.34665986990682,10.087853477325897,10.120819804152466
risk and security management,9.725163632493354,9.526188652926743,9.296036706388701,8.60299518801403,10.101402086362166,10.704792170186218,10.007289741508956,9.968985106711992,9.856048036058729,9.45989963995333,9.883055870572939,9.47072227829379,10.64266037386666,9.822718364597842,10.431022299821556,10.232724633522711,9.365776311592336,9.381178824617939,9.301864464578166,9.141004206135529,10.0298465659942
cysylltiadau rhyngwladol,10.652605278622177,8.763713829826933,9.860880692033307,8.977789683036825,10.283297675678991,9.984037735030597,9.858039475999623,9.478059101092521,7.887633173077261,10.28922951269799,9.423590135560069,9.514097326282524,9.94839405623241,9.304547231158836,8.256719202413507,9.31475693273681,9.688983735248115,9.294724079624988,9.27925113056675,8.6031601536151,8.921933571804981
languages and cultures and international relations,10.502541015086424,8.662742667867981,9.875905122202072,8.624159834568134,9.819327139299505,9.5021366813817,8.450818103155466,9.525208464699107,6.352094797123732,9.885656667640315,8.853754451021661,9.237886803893673,10.265398178005363,10.040827207230038,10.225163528144526,10.294505423706363,10.189152439444383,10.249598691539092,8.869384292109586,9.450386596474894,10.02097771542256
social anthropology and chinese,10.508497613157381,8.253050181349668,10.403021671070997,10.11158494005551,10.153995436884317,9.887707308969617,8.847603092263387,9.553754300267663,8.22836647790796,10.32209727082668,8.589131188486952,8.571746475002382,11.003483000744149,10.072446576035667,10.622912320890576,10.39363781548837,10.345878972022877,10.380995627689817,9.64711125535117,9.965097213018145,10.2155028128195
person-centred pluralistic counselling,10.033996430261908,7.68000013455896,9.383193503832498,8.582210180451225,9.423797764058865,8.919120274326817,9.75385197200376,7.923750773454081,8.293728789853292,9.258147891234414,8.307982337885713,8.465220933977601,10.666992866877541,8.460480619900228,10.082688377818346,10.355706557699776,9.727992461791851,10.042438698432251,9.272573412211132,9.046835558848802,9.379992288224656
gaelic/celtic civilisation,10.653968069121845,9.443769478372433,10.801771246691024,10.315314871051642,10.369618909051093,9.411244869573549,9.307672592800595,10.449389621896378,8.189451582115533,10.312021202705818,9.297546388870844,9.66713722263607,10.614710821939838,10.77920591947624,10.595692851937072,10.918535869027359,10.51423890734457,10.787684541691496,10.292293379134932,10.261865555260375,10.286656395401597
criminology and musical theatre,10.132761351390402,8.751526789586343,9.813086092231236,9.221184573399238,9.755249413859959,6.892092532321239,9.439961314334093,9.040861751233592,7.854755081888505,8.403265334367845,9.015047587818572,9.248320664156136,11.339724181491498,9.273018211010747,10.110099236888397,10.386300721868786,9.70910582332053,10.004196800753565,9.278633286127612,9.321087196423818,9.149766162912028
applied music,10.241499347740763,9.401675294591474,9.71451856293062,8.939647964518741,10.000548114127097,8.2443637781057,10.27548934269348,9.460468181595491,8.88459710451391,9.696780034404476,9.90021301549075,9.748922514028996,11.33558707384431,9.307734552137884,9.979892073162858,10.442673778857781,8.940142080760927,9.7903160147356,9.912424545456737,9.152865188577824,9.261222155017014
medicine north wales,11.008068842110836,9.198974658757727,9.936476740686013,9.997786549258327,9.933051147377402,9.887284146547138,9.891902790386856,9.71216344370959,8.810392904633234,10.351558332452061,9.635057815823519,9.251855268981357,10.416562577846015,9.693848580552922,8.956492469413305,10.52073967966424,10.480677997158935,9.677929786844077,9.885243166160038,7.593133894085418,9.491858498928725
electronics,10.077987741548503,10.894451043921944,10.368304422246029,8.255970177916346,10.34524110295308,10.615339529583778,11.070880034272975,9.676118205039531,10.209985022518218,10.930585256126346,11.271658996200092,9.865368707278181,11.955024203790229,9.689639311460564,9.720691110592949,11.310047678892541,8.736312498688415,9.774406893209811,10.747573841358596,9.817711770257691,8.868162968221844
digital creativity and history,9.7496589706085,9.45586923990534,9.107650296914649,8.710958532745343,9.998422028931044,8.232593411675513,8.158095411528322,9.160202826698198,8.539520898078097,10.565600934227469,9.55588104941495,8.820055054309952,10.828568858764328,9.425340507297898,9.830522486494935,10.349525696631778,9.49112304564689,9.539461138197263,9.267606963625798,9.74440764194196,9.243010324733998
animal biology,10.794239312873154,9.477369150366442,10.480308759656564,9.46495890208449,10.767910493425404,11.172088119486126,10.249427662321663,10.158774174666904,9.393472670574944,11.07457874700703,10.067241224975914,9.333885299737096,9.38056864608546,9.444536809478965,6.288688309218145,8.462518068626556,9.69336134175367,8.98636668113345,10.288847217383715,8.842343248269602,9.040937430467034
nursingadult,10.39726664839402,9.022376818978678,9.63590181613238,9.575798762387613,9.598683387423955,10.185631006306274,10.807952791011695,9.633599961138712,9.355718811393091,11.15930454794823,9.914248603985163,9.120733242412559,10.110269566208874,9.762121854023254,9.721092908409608,10.717757415338353,10.035846109396369,10.512828849352312,10.227350589465248,7.9480527033412764,9.830288351558501
politics/scottish literature,10.145757131780908,9.098627519963282,10.337214077331929,9.636781085852542,9.985793218536973,8.879109003871097,8.766871613075406,9.702459124520571,7.1640930925789075,9.637891676932831,8.44876420989179,9.271174766577083,10.964189078621102,10.233200371314496,10.295184488268612,10.629135394785312,10.332333559245109,10.429934098827221,9.693113414054423,9.773778246684694,9.785371479434636
yacht and powercraft design,9.41243155593192,10.273704932134686,10.141403673911796,9.806942644314766,11.12974288043713,10.259871214300746,10.027042837789713,10.51117996779299,9.592942877250362,11.12989865851514,10.160557375875086,10.20460508542058,10.986968299278901,10.679032236956225,11.030106562366191,10.567231432307787,9.367900001243209,10.10082007339732,9.545036627651402,10.48967994387201,9.667231456885647
counter terrorism and transnational crime,11.054224069394929,9.830572385872491,10.10945133210004,9.991548556558048,10.651253367171892,10.071791069975541,9.812389418199,10.184845030525247,9.07214246656892,8.580765151811136,9.72889342341032,10.146689218316201,11.113221724423578,10.90606264713749,10.824207198416614,11.264975614673876,10.826863026684723,10.501072852843816,9.836092326310592,10.067183308003239,10.353144112782546
social anthropology & criminology,9.489738771583447,7.808280156439427,9.379570299283898,8.615937527343084,8.77167515811436,8.854542735778848,8.10669590974886,8.312799121062678,7.69811550971919,9.10404275765872,8.13832626239991,6.962867576418149,9.803772858397611,8.871779519720294,9.18586580433487,9.123841610663678,9.113620878462507,8.896371169635902,7.976918888379186,8.792383924300355,8.842251009200943
english language & linguistics/psychology,10.311867065408174,8.211761525102196,9.542399695081833,8.029687790826449,9.035384387396046,8.644857920332019,9.005758876787054,8.799791140966464,6.3121629246178195,9.495490966136025,8.299872387543552,8.746283318620263,10.117339889543478,8.264712099188891,9.308876967347217,10.167117999828484,8.91160361670304,9.519018857417706,9.02698408975291,8.779384713420399,8.483100059392006
portuguese/german,10.840537996889841,9.54715793037382,10.037690315324953,10.00580846943786,10.577463243290792,9.717211295055948,9.18934623753999,9.847080928517089,7.494246704709835,10.341944674376704,9.833571397554048,10.048968636321176,10.499035791306376,10.35740369615213,10.200851850533272,10.915163251308652,10.169218741606166,10.241267452462727,10.538875761248125,9.67462369569296,10.26201926505232
scottish studies,9.769753810651132,8.43436775823455,10.169877583484034,9.569007772956677,9.316943338689866,9.103189517150872,8.724976913098235,9.281381726624028,8.053828904880996,9.813587457964644,8.59552329922775,8.701106877526362,9.965359979470811,9.760843228263202,9.77643539735074,9.799201193736979,9.709410036020964,9.615308923001894,8.915274157763045,9.523742070767492,9.205638630412528
french and international business,10.675466573189059,9.634321705526714,7.434505677546036,9.265931156509634,10.516203608140534,9.872792415686918,9.57997623097058,9.79653262450876,8.585186673113434,9.970793301631911,9.671085221297162,9.396440720719264,10.69387900737797,9.936615832080596,10.12439833509022,10.756121750932358,10.011041074109698,9.884126552803279,10.016432827397832,9.22632607951252,9.607566308894109
molecular biology and environmental change,10.228000149379351,8.688373470257684,9.832124470710493,8.794531259432123,10.502434795789203,10.605083241383243,9.671360583267177,9.287065856034836,8.84573999230188,10.091113413137572,9.497112753652122,8.951550265681812,9.297779254946526,9.220552274898017,6.770831635641959,7.4594039055681405,9.370562465523829,6.459658190957678,9.257994475841928,8.206351410029546,8.158585930281061
accounting & finance and social policy,10.036656939435673,9.02615560362614,7.930578231183117,8.235281749127095,9.784951487627827,10.01126078044015,9.449699520482724,10.007394803610737,9.033214987244156,9.446603329158567,9.521186237987903,7.901845568003546,9.57925514918585,9.444232548054053,9.912490516411294,9.975819712448583,9.510656440379835,9.322567034715593,9.845839136768435,8.822550298848565,9.497266863710324
"geography, society and environment",9.010716151649682,6.986621150119862,9.365059988618064,8.900609663985408,9.247847495828541,9.358963589350292,8.423275138824838,8.48142167585702,8.00144100227941,9.862205887531248,8.995507976054892,8.214408703707162,9.193448163680682,9.135506882061229,9.429266329095283,8.237737471957299,9.590323178701318,8.0101427900655,7.270217045440432,8.83674319602841,8.910393381914508
clinical dental technology,11.298375996487694,10.492841635650079,10.426782160341439,9.771925661021246,10.414856578094659,10.690499217634827,11.072743220826988,10.278165669503657,9.921262493437887,11.054104254233078,11.110562582510413,9.955385641467865,11.968791478201132,10.044430098180817,9.462449549249214,11.314243482998249,9.95612062919675,10.018363824568423,11.061362909336593,8.501124032322757,10.153453286848924
philosophy/ spanish,9.646609231963655,9.37531727824281,9.699527514073106,9.470942173666014,9.707747509312378,9.06732405930811,9.229673367001489,9.126795892042164,7.133199820331187,9.955701752159236,6.72142346613978,9.30374945765451,10.642030818645173,9.158486206315393,9.87744170653494,10.278129223690524,9.71155228154214,9.9807091864144,9.39327167918861,9.575288724470658,9.314342151094245
media and education,10.479495719177262,8.990286271083848,9.95900460033901,8.181326672839086,7.391487208300048,8.58759634686744,9.93048433073257,8.574969669588297,8.23546954350277,9.751734981521198,9.352082564101284,8.409304540366113,11.334877727030335,9.981513343880911,10.156054023762186,10.574041734414026,9.80958732391606,10.004553109389242,9.644054784020303,8.84236331707403,9.841115640499
entrepreneurial audio production,10.549676236559613,10.017485767326999,8.451386800530441,8.981646152036044,10.283114617316308,9.004867871392895,10.727394721170292,9.366806848200964,9.495820722330127,10.586027402699488,10.460140049436998,10.044203719844967,10.734187995610556,9.210539145027859,9.873333911305748,10.064040810986183,9.754449439092465,9.831554602684848,10.606973592912139,9.625260490771314,10.00645915050886
creative & professional writing and media,10.125058748530616,9.074813603663934,9.219400189837563,8.41013002069014,9.451531648668949,7.346111085276826,10.085948345094017,8.76385267683079,7.886240782757872,9.815124153549034,9.582746109461214,8.953034535177968,11.511451357941432,9.519939255541592,9.690436435671202,10.332479675697098,9.311461095348372,9.580536264694674,9.557304849523153,8.643434805912412,9.476129872057552
urban design,8.209011977233166,9.234561273869698,10.381964275622327,10.580915778035015,10.345785904287114,9.792610892124383,10.935624486069758,10.07961946012567,10.1170168902702,11.234915282233503,10.811971479375245,10.605390783718972,11.667231878204744,10.46793034358724,11.357736736536083,10.79839993797387,9.273092959878175,10.04343095151503,9.413833962578826,11.15656455124197,10.361854068084282
popular music performance & songwriting,10.986425191903313,9.428755149795702,10.19013829362413,9.463657700001843,10.891343741432797,7.12973893520604,10.045630252904422,10.351153647360634,8.149897324758498,10.405508876902417,9.79310261927695,10.408922390841484,11.669326790434544,9.971812120750858,10.779291512974154,10.78576215427289,10.751073615937326,10.659695353856039,10.279169358570496,10.072994502008632,10.282866725388134
"exercise, health and rehabilitation science",10.913790556156597,8.92114462457883,10.28569211302642,9.36484805682877,9.745363613594762,9.38665611863822,10.189619786335681,9.53223017292095,9.63702115986099,10.260662785360255,9.937983862395255,9.146957439949658,10.759961703601295,8.505614303546038,9.384276601907057,10.434008354270592,9.547123903127197,9.36962853529626,10.18242076594414,7.5392681878543995,8.517570456577117
astrophysics and computer science,9.071189574792918,9.653360371259508,10.24928480108948,7.879285223670889,10.155720962033621,10.398549515385922,9.438035743416194,9.316715991743573,9.072151915702895,10.278725545143574,8.921974635164847,8.407763486960102,10.992255932877462,8.955094812154748,8.650454708319266,9.511378345647161,9.569973947692299,9.210842788599823,8.65316341294335,8.400140877131587,7.997905022563935
data science and artificial intelligence,9.760458680178214,8.695809300180898,9.563458131993889,7.4760593068221795,9.160524593762865,9.90094097117864,10.050710226947661,8.904788256374736,9.087992593283746,10.385935892595388,10.080811090235208,8.54179234847311,9.608324419868461,8.524678846396759,8.500508291355946,9.335608641327255,8.473308137933275,8.469431889588556,8.525976057637285,8.271019418402068,8.049839016609981
accelerated graduate programme,9.66167231779739,9.579557827773945,9.524335372226417,8.586397999958887,8.093640474691016,9.783371823231466,10.18141217745916,7.672266949557171,9.880259445564105,10.175807784198394,10.070378208220866,8.752790968254798,10.518550923174708,9.187674578935955,9.659578539784762,10.248865697304318,8.463948439685874,9.632518529151955,9.26121628527111,8.797186077667758,9.158485141091498
applied computing,8.88276003902014,9.666300071909326,9.25239039525905,8.257081097297164,9.738459781425137,10.620265810823996,10.439006838875187,8.573915818633655,9.930180631933526,10.600243642352964,10.435417006499147,9.173656110089581,10.23181332596121,8.956831767363097,9.45154267723409,10.047368813446559,7.812474701565883,9.620738705300857,9.569323364498176,9.070772535851585,8.553728086757026
sociology & criminology,9.716030547187506,7.996977530090503,8.873166333164269,8.431666436282084,8.555811455899716,8.82392822141894,8.417041437836286,7.8130033080061985,8.092495252610085,8.319492771103103,8.053624321709842,7.251021603895439,9.850863215031602,8.659467327228802,9.082569559309814,9.499482163648926,8.8892388556964,8.827529360234868,8.559072284780342,8.3585792502399,8.367478317082396
quantity surveying & construction,9.235880089282007,9.505560531107273,10.090001543204606,9.498268940062527,10.67404180629485,10.109949473716965,10.770543634989892,9.42123040834629,9.92027647999814,10.818819770591544,10.627966199283783,10.086870882257479,10.13817574722991,10.210880641173826,10.517511371295273,10.247601311557577,8.403002235934277,9.095092816040875,8.652561754733412,10.110661192051193,9.2579903779071
professional dance and performance,11.398347413388569,8.97671801454859,10.122799983144347,9.608826075668858,10.333465697845476,7.647098102596889,10.045812528580996,10.057807693836658,9.129865112566426,10.425132404584382,10.044245418224216,9.941489062657066,12.158749268870952,9.849778137638742,10.97942367814679,11.861606660280433,10.544491329906078,11.242156132659423,10.864982394715923,9.881360492424694,9.926448254219746
chinese studies and english,10.664123273065885,8.43003901399398,10.003954119712127,9.546569924921906,9.217078020933359,9.251010214260614,9.188167976720834,9.318096790835616,7.3801542943818665,9.604081808475788,8.05654301285969,9.507288559562621,11.137292512737481,9.718139593230907,10.256322652260558,10.766456333161901,9.593950033991874,10.210570822056205,9.599379994736562,9.350373786265461,9.487894846495328
biblical studies and mathematics,9.979764751552025,9.201184181196652,9.943073303229903,9.443906519756347,9.19996272849682,9.656916889344739,9.246729807377923,9.34940162957452,7.7677178568748655,8.85350289788494,7.110880574902202,8.989542872216262,9.918175590982036,9.581920827092512,9.122078177595718,10.144728182258945,9.669605528200487,9.548902336554905,9.434031723142107,8.541130371534585,7.561203463161221
fashion buying and brand management,10.789381072549688,9.41871145502911,8.241068006299248,9.520862931331791,10.931049501279293,9.555376267043828,10.555876639713574,10.525361052082669,9.43598255956498,10.69206536278578,10.1423235106645,9.845396681329822,11.118020591700926,9.691803649180816,10.261855361822612,10.899577362432318,9.796931914423507,10.14869044957472,10.506187158782677,9.8518822182119,10.138443133715809
film & television studies/history of art,8.997653394598519,7.528161731333235,9.304886776916828,8.579003585756114,8.856787655556786,6.687282807477359,7.488104672949655,8.714398395395827,6.845057624197536,8.48852249272934,8.000547384560635,8.527118402052308,10.243612059145374,9.233386073376153,9.109841944217742,9.856610526812243,8.6628546984757,8.877387785012248,8.84692858464674,8.488791683655506,8.551763048643048
business analytics and management,9.838353906087455,9.218552751598574,6.760414067063356,8.057828230807342,10.06770605128696,10.091622276930536,10.16679915989279,9.393547118530554,9.825110149023729,10.714259163372798,10.087194208955497,9.397696367319261,9.754859261897149,9.150133147653253,9.719684231269019,9.895932404337769,8.68387089889744,9.523866630333012,9.66823489448979,8.914137682922206,9.53611457928376
quantity surveying consultancy,9.784276793346288,9.724884720409147,9.564273910858763,8.6015088190087,10.25743739034703,10.096188117000525,10.957212065388152,8.551393205384924,9.686246651990773,10.721894562215061,10.527345027897578,9.687398807008707,10.332507863574785,9.528729096710931,10.084940744403399,10.043375480655614,9.056468268402496,9.09532405456965,8.484891638255183,9.615295779098075,9.295956295458296
english and american literature,10.593740202838866,8.649702675705667,10.335590313762347,9.179351088211508,9.663217010328943,8.109301514350557,8.11189047524959,9.504168766775244,5.772936068464824,9.172675181596542,8.653083599593653,9.412371600082631,10.683099081708246,10.155436797619833,9.795493142712344,10.70777551063479,10.228558576490697,10.06221896502827,9.58122464875295,9.206887511527189,9.386255845814366
philosophy and data analytics,9.498298286709348,8.604395787666148,8.665964312746793,7.535748273511749,9.31331301946059,9.8477920370384,9.681813274691315,8.637054792995684,8.887612421303519,10.23366198161172,8.636133446342605,8.69117877789365,9.649528141446705,8.282232273006702,9.053011108058781,9.32693986481739,9.067250945579662,8.84374753467968,8.345937981825259,8.307016256072032,8.935653714719269
3d animation and games,9.737290287164328,9.381048479381146,9.932869451925557,9.816098953475642,10.298380422670363,9.179890357914566,10.400338777989905,9.478095829939528,9.402284345915824,10.763300921667117,10.237395739263206,10.26196701933599,11.552261453551132,9.709578251825395,10.321621669107925,10.995038425633966,9.2260436909794,10.432598869529844,9.616201852529146,9.90020788088813,9.263779387927391
education and economics,10.445278358559715,8.932682296083314,8.671045089436337,8.900961640062024,5.595580249731842,9.611540233748155,9.516406841322437,9.067384992749428,8.892709174679384,9.100718270402314,8.897598040482126,8.421742327044841,9.017790020594779,9.398673759493896,9.765728728017484,9.801212093797455,8.846042959677478,9.231692934883863,9.302348064702022,8.836570444896672,8.3266269809994
special effects make-up design and prosthetics,9.415424610677684,8.941871522656925,10.046966389719273,9.30815751490601,10.38503374881256,9.097005090388063,9.809756371246356,9.647720488795475,9.101696770934925,9.896660445262203,9.767921071495246,9.492710734417042,11.520445794853508,8.78857117600702,9.597125200886358,10.471921226470524,8.468157596004785,9.58050465041164,9.482009268080072,8.711854858646488,9.101465442550936
animation production,9.595452523913048,9.478877081512696,9.368282982460919,9.554892586467984,10.028229328405871,9.080722162537953,10.383016914869744,9.535821386906225,9.474423233975603,11.141854373960488,10.65955691876523,10.263536482224668,10.77511771954893,9.512496346899987,10.140985942930591,10.72284756499747,8.465993257659122,10.149550152398518,9.970162974845092,10.207389469449462,9.767054713431603
philosophy/politics,9.285446035078811,8.988783921305647,9.069627727483834,8.78743787743325,9.035549549733176,9.166688832948804,8.78291628551123,8.599393905503641,7.805542569528324,9.41786534383299,5.85863973891513,8.560672449640016,10.451081656118413,8.71696017633878,9.545191638706498,10.057710180030329,9.215755542042139,9.61976786509974,8.821616350928482,8.856718632829846,8.794090960836293
sociology and data analytics,10.14472833879981,8.161340827442547,8.886698558350819,7.7060828461728414,9.63913776272024,10.100550650950327,9.332745195538134,8.614804855289078,8.97421338773241,9.993954160083906,9.440717226403077,7.8404073340348654,9.630504407183869,8.608851672017078,9.339468516451788,9.460361523047714,9.606890355663671,9.033088254301372,8.711690174057921,8.460288360683899,8.92784826338729
nursing adult and mental health,10.770420636504749,8.124193011680415,9.898109334890131,9.531357701229224,10.062236040948179,9.404793955272515,10.430069212621582,9.686040818284544,9.247295186650161,10.423500282756455,9.370755992964018,8.900329769955578,11.08212676857803,9.678604609507122,10.070626493893405,11.078828918560436,10.298877926883153,10.123140493879664,10.632716343271625,7.722846615396991,9.861801136082292
sound engineering and audio technology,10.070518499134707,9.945970114675033,9.905422095291692,8.666996285282107,10.046736038146461,9.005540772099678,10.818166262250555,9.929510832598126,9.415744921299915,10.585266016140283,10.534149068896857,10.411999240605523,11.570240247077667,9.723941645793557,9.984779815843932,10.377651994755599,8.365158679452577,9.545365998249041,10.278381336882939,9.13739623157522,9.493000298739057
psychological and behavioural science,10.156403046433232,8.071801167480178,9.280193201438166,8.004311145747325,9.589312991265935,8.896493651088532,9.793747952431382,8.814539515010628,8.4008459035627,9.696602694911977,8.605432954119545,7.579609623768438,10.409101039262591,4.135170057604244,8.767005570213025,9.488521251239225,8.892075554815602,8.62426264805398,8.637438467986678,8.272980442372274,7.642992669094326
special educational needs & disability,10.433281090924577,9.018250122422382,10.30736223494637,9.740150894410956,7.864327761843705,9.655368177967981,10.497578124298922,9.014879342444136,9.478308848484343,9.753079009028198,9.790342754003477,9.185806415882702,11.332352048959207,9.834467120085886,10.877825061166751,11.119300957714993,9.59168719725068,10.428753052289723,9.785822215524298,9.028941102930974,10.030528588617198
"mathematics,operational research,statistics and economics",9.48626063003728,8.269683269218577,7.927440340547491,7.464863154083528,8.521541438929637,9.512023974568926,9.166797638715742,8.391216889912279,8.412839331817505,8.8193204548107,8.474116044450854,8.03306656917706,9.089681182602797,8.156408692504835,8.619312108828467,9.129294762865925,7.7642339802629765,8.099345926328052,8.233052307928961,7.822037413495983,6.434463715199963
addysg a gofal blynyddoedd cynnar: statws ymarferydd blynyddoedd cynnar,9.553082920991933,7.876291384502048,9.056349979620057,8.35144884218391,9.288927558871036,8.99632525021678,8.589448204151317,8.860013301375266,7.458462397095494,9.281682682000637,8.289907181298364,8.772738882352922,8.976850015011314,8.812651058544517,8.80960742144637,9.0016564570216,9.15322353215708,8.914338701154392,8.504160258139812,8.216826420988372,8.583847609579857
accounting and finance / economics,10.015467649865988,9.233782902131946,7.742217118245489,8.517094304927033,9.58921410577193,9.941441533496981,9.73342912816469,9.795814567759619,9.25496751175513,9.75055616712369,9.591534321478797,9.0075012705027,9.184412372896126,9.584222159453386,9.742201736252973,9.853737799615795,8.976676454869892,9.157258338431191,9.942664703948184,8.83639983608279,8.708009419291683
3d game art & vfx,9.4772396681205,9.166887930771598,10.18559139092926,9.641241601537335,10.226195449644829,9.411739877612446,10.358538071612868,9.588783666509995,9.150888351714123,10.248249595637143,10.19336319622656,9.837422321821611,11.747116094533943,9.730562092329944,10.18982495734468,10.708571286197927,9.370028792678704,10.140262247696766,9.409391563461368,9.70521168998683,9.08940916176854
english literature/business and management,9.427698700264438,8.152424429612537,7.3048659552783475,7.547352789692375,8.846299129944498,7.604731530121635,8.347259651387203,8.55257194552528,5.854836808525634,8.71769280696654,7.923572982289989,8.316439018192467,9.844661951251569,8.884321997920289,9.090464162394293,9.808993117439208,8.825246832377704,9.053017234640516,9.079237037293394,8.323518628994247,8.679803463108323
celtic civilisation/central & east european studies,9.640443658932027,8.160322395082694,10.108729709355414,9.366099766432287,9.63092577957436,8.95842554824149,8.365706301955296,9.481214996150477,7.861698712439513,9.469020656021879,8.391528489450065,8.875032301306858,10.25198147357879,9.98694425689911,9.927679764770058,9.931213753019861,9.792100707469492,9.61453394830345,8.997526733056688,9.428259521987682,9.629058646273903
digital media/early childhood studies,10.012236988881588,7.926417324803662,9.718554066900612,8.365413214630081,8.65246665668679,8.75349277251651,9.183015340692991,9.096364368602474,8.134835011985766,9.749632133385903,9.581577963251068,8.669749965077566,11.046233780669125,9.369177039308214,9.621566522369516,10.468481359712426,9.682835461151145,9.533042938602106,9.23429153138791,8.669921226799506,9.12653870674364
psychodynamic practice,11.111153649143095,9.201530572531915,9.934517106425616,9.55478655758816,10.089432833508814,9.478309767443632,10.042536545517164,9.068665146676057,8.940901910173325,9.768833745463995,8.739257150184775,8.987380503093446,11.607814259031429,7.276617275718121,10.24838125303652,10.72521056752641,10.281924294406352,10.436728480529727,9.791495233043397,8.96098584907188,9.014980887976494
